"2007";68;81;32;62;83;35;74;85;83;46;55;91
"2008";71;85;41;67;74;52;74;80;74;63;56;83
"2009";65;83;53;67;81;57;73;79;68;63;55;82
"2010";67;84;36;56;81;53;72;78;75;50;59;91
"2011";77;86;56;69;82;47;76;81;77;100;58;86
"2012";59;88;41;65;85;55;69;76;73;100;63;87
"2013";43;81;42;70;85;57;73;35;72;79;60;88
"2014";64;76;44;65;85;45;74;54;74;71;65;87
